,0-3m,3-6m,6-9m,9-12m
0-3m,0.44,0.4782608695652174,0.5263157894736842,0.46153846153846156
3-6m,0.5,0.5769230769230769,0.55,0.4782608695652174
6-9m,0.5666666666666667,0.4375,0.5789473684210527,0.48148148148148145
9-12m,0.5217391304347826,0.4583333333333333,0.5882352941176471,0.4090909090909091
