,0-3m,3-6m,6-9m,9-12m
0-3m,0.4782608695652174,0.5365853658536586,0.625,0.5714285714285714
3-6m,0.5531914893617021,0.6818181818181818,0.6666666666666666,0.5641025641025641
6-9m,0.6666666666666666,0.56,0.6875,0.6046511627906976
9-12m,0.5454545454545454,0.5238095238095238,0.6666666666666666,0.47368421052631576
