,0-3m,3-6m,6-9m,9-12m
0-3m,0.5455486542443064,0.7160493827160493,0.8097165991902835,0.7010869565217391
3-6m,0.5455486542443064,0.7736625514403292,0.7813765182186235,0.6739130434782609
6-9m,0.7008281573498966,0.6563786008230453,0.7651821862348178,0.6779891304347826
9-12m,0.45341614906832295,0.5545267489711934,0.7165991902834008,0.4850543478260869
