,0-3m,3-6m,6-9m,9-12m
0-3m,0.7727272727272727,0.8333333333333334,0.9285714285714286,0.875
3-6m,0.7272727272727273,0.7222222222222222,0.7857142857142857,0.75
6-9m,0.6818181818181818,0.8333333333333334,0.7857142857142857,0.6875
9-12m,0.7272727272727273,0.8333333333333334,0.7857142857142857,0.75
