,0-3m,3-6m,6-9m,9-12m
0-3m,0.7619047619047619,0.8888888888888888,0.8461538461538461,0.75
3-6m,0.7619047619047619,0.8888888888888888,0.9230769230769231,0.75
6-9m,0.7619047619047619,0.8888888888888888,0.9230769230769231,0.75
9-12m,0.8095238095238095,0.8888888888888888,0.9230769230769231,0.875
