accuracy,tp_rate,tn_rate,fp_rate,fn_rate,sensitivity,specificity,positive_predictive_value,negative_predictive_value,learning_months,prediction_months,n_trajectories,continuation_rate,auc_roc,f1,tn,fp,fn,tp
0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,0.0,3,3,255,70.19607843137254,0.7880622837370242,0.8,0,17,0,34
0.7254901960784313,0.7254901960784313,0.0,0.27450980392156865,0.0,1.0,0.0,0.7254901960784313,0.0,3,6,255,66.66666666666666,0.6978764478764479,0.8409090909090909,0,14,0,37
0.6078431372549019,0.6078431372549019,0.0,0.39215686274509803,0.0,1.0,0.0,0.6078431372549019,0.0,3,9,255,64.31372549019608,0.7975806451612903,0.7560975609756098,0,20,0,31
0.6470588235294118,0.6470588235294118,0.0,0.35294117647058826,0.0,1.0,0.0,0.6470588235294118,0.0,3,12,255,63.13725490196078,0.728956228956229,0.7857142857142857,0,18,0,33
0.6029411764705882,0.29411764705882354,0.3088235294117647,0.0,0.39705882352941174,0.425531914893617,1.0,1.0,0.4375,6,3,340,62.64705882352941,0.6879432624113475,0.5970149253731343,21,0,27,20
0.6176470588235294,0.2647058823529412,0.35294117647058826,0.0,0.38235294117647056,0.4090909090909091,1.0,1.0,0.48,6,6,340,58.52941176470589,0.8517992424242424,0.5806451612903226,24,0,26,18
0.5735294117647058,0.19117647058823528,0.38235294117647056,0.014705882352941176,0.4117647058823529,0.3170731707317073,0.9629629629629629,0.9285714285714286,0.48148148148148145,6,9,340,56.1764705882353,0.7109304426377597,0.4727272727272727,26,1,28,13
0.6911764705882353,0.19117647058823528,0.5,0.0,0.3088235294117647,0.38235294117647056,1.0,1.0,0.6181818181818182,6,12,340,55.294117647058826,0.6405709342560553,0.5531914893617021,34,0,21,13
0.6025641025641025,0.2692307692307692,0.3333333333333333,0.01282051282051282,0.38461538461538464,0.4117647058823529,0.9629629629629629,0.9545454545454546,0.4642857142857143,9,3,387,60.46511627906976,0.79920116194626,0.5753424657534246,26,1,30,21
0.6153846153846154,0.24358974358974358,0.3717948717948718,0.0,0.38461538461538464,0.3877551020408163,1.0,1.0,0.4915254237288136,9,6,387,56.58914728682171,0.8712174524982408,0.5588235294117647,29,0,30,19
0.7051282051282052,0.3076923076923077,0.3974358974358974,0.02564102564102564,0.2692307692307692,0.5333333333333333,0.9393939393939394,0.9230769230769231,0.5961538461538461,9,9,387,54.52196382428941,0.7407407407407407,0.676056338028169,31,2,21,24
0.6923076923076923,0.28205128205128205,0.41025641025641024,0.038461538461538464,0.2692307692307692,0.5116279069767442,0.9142857142857143,0.88,0.6037735849056604,9,12,387,53.48837209302325,0.7973421926910299,0.6470588235294118,32,3,21,22
0.6989247311827957,0.25806451612903225,0.44086021505376344,0.03225806451612903,0.26881720430107525,0.4897959183673469,0.9318181818181818,0.8888888888888888,0.6212121212121212,12,3,461,54.880694143167034,0.7794526901669759,0.631578947368421,41,3,25,24
0.7096774193548387,0.27956989247311825,0.43010752688172044,0.03225806451612903,0.25806451612903225,0.52,0.9302325581395349,0.896551724137931,0.625,12,6,461,50.97613882863341,0.766279069767442,0.6582278481012658,40,3,24,26
0.6344086021505376,0.1827956989247312,0.45161290322580644,0.0,0.3655913978494624,0.3333333333333333,1.0,1.0,0.5526315789473685,12,9,461,49.0238611713666,0.7679738562091503,0.5,42,0,34,17
0.7634408602150538,0.34408602150537637,0.41935483870967744,0.07526881720430108,0.16129032258064516,0.6808510638297872,0.8478260869565217,0.8205128205128205,0.7222222222222222,12,12,461,47.722342733188725,0.8332562442183165,0.7441860465116279,39,7,15,32
