,0-3m,3-6m,6-9m,9-12m
0-3m,0.7551020408163265,0.6530612244897959,0.6382978723404256,0.6304347826086957
3-6m,0.78,0.6274509803921569,0.6444444444444445,0.6222222222222222
6-9m,0.7555555555555555,0.6444444444444445,0.7142857142857143,0.6666666666666666
9-12m,0.0,0.0,0.0,0.0
