,0-3m,3-6m,6-9m,9-12m
0-3m,0.8604651162790697,0.8888888888888888,0.967741935483871,0.90625
3-6m,0.9512195121951219,0.9411764705882353,1.0,0.9333333333333333
6-9m,1.0,1.0,1.0,1.0
9-12m,0.0,0.0,0.0,0.0
