,0-3m,3-6m,6-9m,9-12m
0-3m,0.836958168156595,0.70539925079254,0.7660188336903624,0.7385881311393282
3-6m,0.8420361366564654,0.7855336068951193,0.7751314389187036,0.6694131930961995
6-9m,0.7908962707915146,0.8451056948846907,0.7761557613947646,0.7601904477625441
9-12m,0.0,0.0,0.0,0.0
