seed,train_start,train_end,eval_start,eval_end,auc
42,0,3,0,3,0.789166284928997
42,0,3,3,6,0.7476770753998477
42,0,3,6,9,0.7016366612111293
42,0,3,9,12,0.6868686868686869
42,3,6,3,6,0.7517897943640518
42,3,6,6,9,0.681669394435352
42,3,6,9,12,0.695187165775401
42,6,9,6,9,0.663011456628478
42,6,9,9,12,0.740121806298277
42,9,12,9,12,0.7422756981580511
