history_months,target_months,reference_period_months,target_reviewer_count,sequence_mode,seq_len,train_samples,test_samples,auc_roc,auc_pr,accuracy,precision,recall,f1,model_path
6,3,6,306,True,15,244,62,0.9136008918617614,0.854683014061884,0.8225806451612904,0.8333333333333334,0.6521739130434783,0.7317073170731707,importants/irl_quarterly_2022q4/models/irl_h6m_t3m_fixed_seq.pth
12,3,6,306,True,15,244,62,0.8901895206243032,0.862559768374282,0.7903225806451613,0.7272727272727273,0.6956521739130435,0.7111111111111111,importants/irl_quarterly_2022q4/models/irl_h12m_t3m_fixed_seq.pth
