,0-3m,3-6m,6-9m,9-12m
0-3m,0.625,0.7777777777777779,1.0,1.0
3-6m,0.3125,0.5833333333333334,0.7222222222222223,0.6666666666666666
6-9m,0.75,0.4375,0.4444444444444445,0.8
9-12m,0.2857142857142857,0.8333333333333333,0.5,0.75
