,0-3m,3-6m,6-9m,9-12m
0-3m,0.6363636363636364,0.7,0.7142857142857143,0.5
3-6m,0.75,0.6666666666666666,1.0,0.4166666666666667
6-9m,0.8333333333333334,0.7777777777777778,0.8888888888888888,0.6363636363636364
9-12m,0.7272727272727273,0.8,0.7142857142857143,0.5
