history_months,target_months,reference_period_months,target_reviewer_count,sequence_mode,seq_len,train_samples,test_samples,auc_roc,auc_pr,accuracy,precision,recall,f1,model_path
6,3,6,291,True,15,232,59,0.7880184331797235,0.739252734218127,0.711864406779661,0.675,0.8709677419354839,0.7605633802816901,importants/irl_quarterly_2023q1/models/irl_h6m_t3m_fixed_seq.pth
12,3,6,291,True,15,232,59,0.8663594470046083,0.8938227329887792,0.7966101694915254,0.7878787878787878,0.8387096774193549,0.8125,importants/irl_quarterly_2023q1/models/irl_h12m_t3m_fixed_seq.pth
