,0-3m,3-6m,6-9m,9-12m
0-3m,0.5777777777777777,0.6829268292682927,0.7741935483870968,0.6470588235294118
3-6m,0.5833333333333334,0.6363636363636364,0.7058823529411765,0.6486486486486487
6-9m,0.43243243243243246,0.5454545454545454,0.6666666666666666,0.5925925925925926
9-12m,0.5423728813559322,0.5454545454545454,0.45,0.6511627906976745
