,0-3m,3-6m,6-9m,9-12m
0-3m,0.5416666666666666,0.6086956521739131,0.6666666666666666,0.6111111111111112
3-6m,0.5185185185185185,0.5384615384615384,0.5714285714285714,0.5714285714285714
6-9m,0.5,0.6,0.7272727272727273,0.7272727272727273
9-12m,0.42105263157894735,0.40540540540540543,0.3333333333333333,0.5185185185185185
